NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,위도,경도
2168,서울특별시 노원구 상계동,3**,8m미만,35.45,전세,202203,29,11000,0,2012.0,한글비석로29길,202203~202403,갱신,-,"8,500",0.0,단독다가구,37.66143,127.0707462
2169,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202203,28,8500,0,2008.0,동일로179길,202205~202405,신규,-,,,단독다가구,37.6227139,127.0731824
2170,서울특별시 노원구 공릉동,5**,8m미만,13.0,전세,202203,28,3500,0,2008.0,동일로182길,-,-,-,,,단독다가구,37.6240719,127.0775937
2172,서울특별시 노원구 상계동,1***,12m미만,36.0,전세,202203,28,13000,0,2016.0,동일로237길,202204~202404,신규,-,,,단독다가구,37.6733672,127.0510265
2173,서울특별시 노원구 상계동,1***,12m미만,33.0,전세,202203,28,7500,0,1997.0,동일로237다길,202204~202404,신규,-,,,단독다가구,37.6762029,127.0523966
2174,서울특별시 노원구 상계동,8*,8m미만,36.0,전세,202203,28,4000,0,1991.0,덕릉로95가길,-,-,-,,,단독다가구,37.6658021,127.0770306
2175,서울특별시 노원구 상계동,7*,-,31.67,전세,202203,28,7500,0,1991.0,덕릉로126라길,-,-,-,,,단독다가구,37.6708336,127.0834073
2176,서울특별시 노원구 상계동,1**,-,35.0,전세,202203,28,7000,0,,덕릉로,-,-,-,,,단독다가구,37.6449593,127.0609124
2177,서울특별시 노원구 월계동,2*,8m미만,18.0,전세,202203,28,8500,0,2016.0,화랑로,202203~202403,신규,-,,,단독다가구,35.844717,129.2055617
2178,서울특별시 노원구 공릉동,5**,8m미만,30.0,전세,202203,28,6500,0,1984.0,동일로182길,-,-,-,,,단독다가구,37.6240719,127.0775937
2179,서울특별시 노원구 공릉동,5**,8m미만,35.0,전세,202203,28,8500,0,1994.0,동일로182길,202204~202404,신규,-,,,단독다가구,37.6240719,127.0775937
2180,서울특별시 노원구 공릉동,2**,25m미만,50.39,전세,202203,28,27000,0,2017.0,공릉로34길,202204~202404,신규,-,,,단독다가구,37.6221284,127.0800385
2181,서울특별시 노원구 공릉동,3**,8m미만,30.0,전세,202203,28,8000,0,1993.0,동일로191길,202203~202403,신규,-,,,단독다가구,37.6249634,127.0715778
2186,서울특별시 노원구 공릉동,3**,8m미만,16.0,전세,202203,26,6300,0,2010.0,공릉로38길,-,-,-,,,단독다가구,37.6225556,127.0822701
2187,서울특별시 노원구 공릉동,5**,8m미만,14.0,전세,202203,26,8500,0,2017.0,동일로180길,202203~202303,신규,-,,,단독다가구,37.622504,127.0759676
2190,서울특별시 노원구 상계동,1**,12m미만,24.93,전세,202203,26,7500,0,2011.0,한글비석로37길,202203~202403,갱신,-,"7,000",0.0,단독다가구,37.6610137,127.0685835
2193,서울특별시 노원구 하계동,1**,25m미만,21.88,전세,202203,26,13000,0,2021.0,공릉로,202205~202405,신규,-,,,단독다가구,37.6268136,127.0790507
2195,서울특별시 노원구 공릉동,3**,8m미만,16.0,전세,202203,25,8000,0,1976.0,공릉로39길,202203~202402,신규,-,,,단독다가구,37.6237527,127.0782212
2197,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202203,25,8500,0,1984.0,동일로180길,202204~202302,신규,-,,,단독다가구,37.622504,127.0759676
2200,서울특별시 노원구 하계동,1**,12m미만,19.0,전세,202203,25,5000,0,2008.0,공릉로58길,-,-,-,,,단독다가구,37.633224,127.0725796
2203,서울특별시 노원구 상계동,1**,8m미만,49.19,전세,202203,25,12000,0,1971.0,덕릉로109다길,-,-,-,,,단독다가구,37.6675343,127.0782961
2204,서울특별시 노원구 상계동,1**,8m미만,49.19,전세,202203,25,14000,0,1971.0,덕릉로109다길,202204~202404,신규,-,,,단독다가구,37.6675343,127.0782961
2205,서울특별시 노원구 상계동,7*,-,48.13,전세,202203,25,6500,0,1995.0,덕릉로122길,-,-,-,,,단독다가구,37.6687138,127.0810284
2206,서울특별시 노원구 상계동,3**,12m미만,23.0,전세,202203,25,9000,0,1996.0,상계로3길,202203~202403,신규,-,,,단독다가구,37.657907,127.0625068
2207,서울특별시 노원구 상계동,3**,8m미만,29.24,전세,202203,25,8100,0,1989.0,상계로12길,202204~202404,신규,-,,,단독다가구,37.6561017,127.0698992
2208,서울특별시 노원구 상계동,1***,8m미만,53.36,전세,202203,25,15000,0,2014.0,동일로241다길,202204~202404,신규,-,,,단독다가구,37.6775132,127.0520055
2209,서울특별시 노원구 상계동,1***,8m미만,39.95,전세,202203,25,8300,0,1995.0,동일로237마길,202204~202404,신규,-,,,단독다가구,37.6739213,127.0522692
2210,서울특별시 노원구 공릉동,2**,8m미만,11.5,전세,202203,24,5300,0,2016.0,노원로1길,-,-,-,,,단독다가구,35.8936339,128.5639168
2211,서울특별시 노원구 상계동,5**,12m미만,16.0,전세,202203,24,8500,0,1997.0,상계로1길,202204~202304,신규,-,,,단독다가구,37.658863,127.0620475
2212,서울특별시 노원구 상계동,3**,8m미만,23.0,전세,202203,24,5500,0,1993.0,상계로18길,-,-,-,,,단독다가구,37.6568547,127.0700566
2213,서울특별시 노원구 상계동,4**,12m미만,33.0,전세,202203,24,10000,0,2002.0,상계로17길,-,신규,-,,,단독다가구,37.6594505,127.0668279
2214,서울특별시 노원구 상계동,1**,8m미만,10.56,전세,202203,24,6200,0,1995.0,한글비석로,-,-,-,,,단독다가구,37.6661065,127.06948626989912
2215,서울특별시 노원구 상계동,1**,8m미만,54.43,전세,202203,24,8250,0,1991.0,한글비석로24가길,-,-,-,,,단독다가구,37.6632988,127.0698503
2216,서울특별시 노원구 상계동,1**,8m미만,41.61,전세,202203,24,7500,0,1989.0,한글비석로24자길,202204~202404,신규,-,,,단독다가구,37.664719,127.0733666
2217,서울특별시 노원구 상계동,1**,8m미만,27.0,전세,202203,24,3600,0,1993.0,한글비석로,-,-,-,,,단독다가구,37.6661065,127.06948626989912
2220,서울특별시 노원구 월계동,3**,8m미만,52.29,전세,202203,24,8000,0,1992.0,광운로13길,202204~202404,신규,-,,,단독다가구,37.6214886,127.0588884
2223,서울특별시 노원구 월계동,7*,8m미만,16.0,전세,202203,24,8500,0,2015.0,석계로9길,202203~202303,신규,-,,,단독다가구,37.6174686,127.0636803
2224,서울특별시 노원구 월계동,3**,8m미만,52.29,전세,202203,24,8000,0,1992.0,광운로13길,202204~202404,신규,-,,,단독다가구,37.6214886,127.0588884
2225,서울특별시 노원구 월계동,4**,8m미만,14.0,전세,202203,24,6300,0,2015.0,광운로7길,202204~202302,신규,-,,,단독다가구,37.6208683,127.0582248
2226,서울특별시 노원구 월계동,4**,8m미만,45.88,전세,202203,24,13000,0,1996.0,광운로2가길,202204~202404,신규,-,,,단독다가구,37.6181497,127.0587174
2227,서울특별시 노원구 공릉동,5**,8m미만,23.1,전세,202203,24,10000,0,2012.0,동일로186길,202203~202303,신규,-,,,단독다가구,37.6251763,127.0734911
2228,서울특별시 노원구 상계동,3**,8m미만,58.2,전세,202203,23,12600,0,1991.0,상계로12길,-,-,-,,,단독다가구,37.6561017,127.0698992
2229,서울특별시 노원구 상계동,1**,12m미만,33.47,전세,202203,23,5500,0,1991.0,한글비석로46길,-,-,-,,,단독다가구,37.6647597,127.0688517
2230,서울특별시 노원구 공릉동,3**,8m미만,48.89,전세,202203,23,12000,0,1979.0,동일로196길,202207~202407,신규,-,,,단독다가구,37.6282688,127.0742061
2231,서울특별시 노원구 공릉동,3**,8m미만,30.0,전세,202203,23,9500,0,1996.0,공릉로33길,202204~202404,신규,-,,,단독다가구,,
2232,서울특별시 노원구 월계동,2**,8m미만,16.0,전세,202203,23,7300,0,2017.0,초안산로2길,202203~202303,신규,-,,,단독다가구,37.6338158,127.0582095
2233,서울특별시 노원구 월계동,2**,8m미만,16.0,전세,202203,23,7300,0,2017.0,초안산로2길,202203~202303,신규,-,,,단독다가구,37.6338158,127.0582095
2236,서울특별시 노원구 공릉동,6**,12m미만,50.0,전세,202203,23,12000,0,1997.0,동일로174길,-,-,-,,,단독다가구,37.6196025,127.0758127
2237,서울특별시 노원구 공릉동,6**,12m미만,50.0,전세,202203,23,12000,0,1997.0,동일로174길,202204~202404,신규,-,,,단독다가구,37.6196025,127.0758127
2238,서울특별시 노원구 공릉동,3**,8m미만,30.0,전세,202203,23,9500,0,1996.0,공릉로33길,202204~202404,신규,-,,,단독다가구,,
2239,서울특별시 노원구 상계동,1**,8m미만,40.0,전세,202203,23,6600,0,,한글비석로24나길,-,-,-,,,단독다가구,37.6622875,127.072154
2240,서울특별시 노원구 상계동,3**,8m미만,29.0,전세,202203,23,6300,0,1991.0,한글비석로27길,-,-,-,,,단독다가구,37.6607452,127.0702202
2241,서울특별시 노원구 상계동,1***,8m미만,33.0,전세,202203,23,9000,0,1993.0,동일로237길,202204~202404,신규,-,,,단독다가구,37.6733672,127.0510265
2242,서울특별시 노원구 상계동,1**,8m미만,40.0,전세,202203,22,5000,0,1995.0,한글비석로24바길,-,-,-,,,단독다가구,37.664258,127.0722324
2243,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202203,22,9000,0,2017.0,동일로190길,202204~202304,신규,-,,,단독다가구,37.6256192,127.074575
2244,서울특별시 노원구 공릉동,3**,8m미만,20.0,전세,202203,22,5000,0,2008.0,동일로190길,-,-,-,,,단독다가구,37.6256192,127.074575
2246,서울특별시 노원구 중계동,7*,8m미만,42.82,전세,202203,22,7500,0,1994.0,중계로14라길,-,-,-,,,단독다가구,37.6496945,127.0830256
2248,서울특별시 노원구 상계동,1**,12m미만,16.07,전세,202203,21,5300,0,2009.0,상계로12길,-,-,-,,,단독다가구,37.6561017,127.0698992
2250,서울특별시 노원구 상계동,7*,-,59.0,전세,202203,21,15000,0,,덕릉로,202204~202404,신규,-,,,단독다가구,37.6449593,127.0609124
2252,서울특별시 노원구 상계동,7*,-,29.0,전세,202203,21,4500,0,1993.0,덕릉로130길,-,-,-,,,단독다가구,37.6718372,127.0856916
2255,서울특별시 노원구 상계동,1**,8m미만,24.68,전세,202203,21,8000,0,1991.0,한글비석로24자길,-,-,-,,,단독다가구,37.664719,127.0733666
2256,서울특별시 노원구 공릉동,5**,8m미만,48.17,전세,202203,20,24000,0,2017.0,동일로180길,202203~202403,신규,-,,,단독다가구,37.622504,127.0759676
2257,서울특별시 노원구 상계동,7*,-,33.0,전세,202203,20,7000,0,,덕릉로126가길,-,-,-,,,단독다가구,37.6700253,127.0849593
2259,서울특별시 노원구 월계동,2**,8m미만,29.0,전세,202203,19,13000,0,1997.0,초안산로2라길,202204~202404,신규,-,,,단독다가구,37.6321433,127.0581182
2260,서울특별시 노원구 공릉동,2**,8m미만,30.95,전세,202203,19,19000,0,2016.0,노원로1길,202205~202405,신규,-,,,단독다가구,35.8936339,128.5639168
2265,서울특별시 노원구 공릉동,5**,8m미만,52.4,전세,202203,18,12000,0,1987.0,동일로182길,202203~202403,신규,-,,,단독다가구,37.6240719,127.0775937
2266,서울특별시 노원구 공릉동,3**,8m미만,14.4,전세,202203,18,9000,0,2017.0,동일로195길,-,-,-,,,단독다가구,37.62721,127.07084
2267,서울특별시 노원구 월계동,5**,8m미만,55.11,전세,202203,18,7000,0,1991.0,월계로44가길,-,-,-,,,단독다가구,37.6249115,127.0556507
2268,서울특별시 노원구 월계동,5**,8m미만,42.27,전세,202203,18,11550,0,,월계로44나길,202204~202404,갱신,사용,"11,000",0.0,단독다가구,37.623725,127.0537728
2269,서울특별시 노원구 상계동,1***,8m미만,29.7,전세,202203,18,7500,0,2012.0,동일로242길,202203~202303,신규,-,,,단독다가구,37.6748845,127.0579053
2270,서울특별시 노원구 공릉동,4**,8m미만,15.0,전세,202203,18,9000,0,2012.0,공릉로46가길,202203~202303,신규,-,,,단독다가구,37.6270439,127.0804669
2272,서울특별시 노원구 상계동,1**,12m미만,32.34,전세,202203,18,6500,0,1995.0,한글비석로24마길,-,-,-,,,단독다가구,37.6658723,127.070752
2273,서울특별시 노원구 공릉동,5**,12m미만,23.0,전세,202203,17,10000,0,1980.0,동일로180길,202203~202303,신규,-,,,단독다가구,37.622504,127.0759676
2275,서울특별시 노원구 공릉동,2**,8m미만,18.0,전세,202203,17,10000,0,1994.0,공릉로38길,-,-,-,,,단독다가구,37.6225556,127.0822701
2276,서울특별시 노원구 상계동,1**,12m미만,42.9,전세,202203,17,9500,0,1989.0,한글비석로23길,202203~202303,갱신,사용,500,47.0,단독다가구,37.6599084,127.0711803
2277,서울특별시 노원구 상계동,1**,12m미만,26.4,전세,202203,17,6500,0,1989.0,한글비석로23길,202203~202403,갱신,사용,500,30.0,단독다가구,37.6599084,127.0711803
2278,서울특별시 노원구 상계동,1**,12m미만,26.4,전세,202203,17,6500,0,1989.0,한글비석로23길,-,-,-,,,단독다가구,37.6599084,127.0711803
2279,서울특별시 노원구 상계동,1**,12m미만,42.9,전세,202203,17,9000,0,1989.0,한글비석로23길,202203~202403,갱신,사용,"1,000",40.0,단독다가구,37.6599084,127.0711803
2280,서울특별시 노원구 상계동,1**,12m미만,20.0,전세,202203,17,6500,0,1989.0,한글비석로23길,202203~202403,신규,-,,,단독다가구,37.6599084,127.0711803
2283,서울특별시 노원구 상계동,1***,8m미만,56.0,전세,202203,16,11000,0,1995.0,동일로241나길,202204~202404,신규,-,,,단독다가구,37.6770414,127.0541561
2284,서울특별시 노원구 상계동,1***,12m미만,50.0,전세,202203,16,11000,0,1995.0,동일로241가길,202205~202405,갱신,-,"10,000",0.0,단독다가구,37.6760797,127.0529384
2285,서울특별시 노원구 월계동,2*,8m미만,29.13,전세,202203,16,8500,0,1997.0,화랑로,202204~202404,신규,-,,,단독다가구,35.8444927,129.212663
2286,서울특별시 노원구 하계동,1**,12m미만,49.59,전세,202203,16,14000,0,2000.0,공릉로58길,202204~202404,신규,-,,,단독다가구,37.633224,127.0725796
2287,서울특별시 노원구 공릉동,5**,-,16.0,전세,202203,16,6000,0,,동일로176길,202204~202404,신규,-,,,단독다가구,37.6202735,127.0755948
2288,서울특별시 노원구 공릉동,2**,8m미만,29.82,전세,202203,16,3000,0,1978.0,노원로1길,-,-,-,,,단독다가구,35.89894,128.5729715
2289,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202203,15,7000,0,2016.0,동일로184길,202204~202404,신규,-,,,단독다가구,37.6243513,127.0758936
2290,서울특별시 노원구 공릉동,4**,12m미만,43.0,전세,202203,15,15000,0,2003.0,동일로183길,202204~202404,신규,-,,,단독다가구,37.6239609,127.0727706
2291,서울특별시 노원구 월계동,2**,8m미만,44.0,전세,202203,15,8500,0,1993.0,초안산로2길,202205~202405,신규,-,,,단독다가구,37.6338158,127.0582095
2293,서울특별시 노원구 상계동,1**,12m미만,33.0,전세,202203,15,3000,0,1993.0,한글비석로31가길,-,-,-,,,단독다가구,37.6614037,127.0681171
2294,서울특별시 노원구 월계동,4**,12m미만,19.0,전세,202203,15,6200,0,2008.0,광운로2길,202203~202212,신규,-,,,단독다가구,37.61773,127.05804
2296,서울특별시 노원구 공릉동,4**,8m미만,35.0,전세,202203,15,9000,0,1996.0,섬밭로,202203~202303,갱신,-,"1,000",40.0,단독다가구,37.62656,127.06947
2297,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202203,15,7500,0,2011.0,동일로186길,202203~202302,신규,-,,,단독다가구,37.6253484,127.075036
2298,서울특별시 노원구 월계동,4**,8m미만,16.5,전세,202203,14,5000,0,2013.0,광운로7길,-,-,-,,,단독다가구,37.6208683,127.0582248
2299,서울특별시 노원구 상계동,7*,-,52.8,전세,202203,14,12000,0,1994.0,덕릉로124길,202204~202404,신규,-,,,단독다가구,37.6689928,127.0817546
2301,서울특별시 노원구 공릉동,3**,25m미만,25.0,전세,202203,14,10500,0,1990.0,동일로191가길,202203~202403,갱신,사용,"10,000",0.0,단독다가구,37.6262026,127.0696705
2307,서울특별시 노원구 월계동,3*,12m미만,55.35,전세,202203,14,7400,0,1997.0,화랑로45길,202203~202403,신규,-,,,단독다가구,37.6163397,127.0654128
2309,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202203,14,7300,0,2017.0,광운로19길,202203~202302,신규,-,,,단독다가구,37.623384,127.0595057
2310,서울특별시 노원구 월계동,5**,8m미만,59.69,전세,202203,14,8500,0,1978.0,월계로44가길,202203~202403,신규,-,,,단독다가구,37.6241553,127.0544376
2311,서울특별시 노원구 월계동,2**,8m미만,13.0,전세,202203,13,8500,0,2017.0,초안산로2길,202203~202301,신규,-,,,단독다가구,37.6338158,127.0582095
2312,서울특별시 노원구 상계동,7*,-,26.0,전세,202203,13,7500,0,,덕릉로,202205~202405,신규,-,,,단독다가구,37.6454361,127.0491039
2313,서울특별시 노원구 공릉동,6**,25m미만,40.0,전세,202203,12,14000,0,2002.0,동일로173가길,202204~202404,신규,-,,,단독다가구,37.6186978,127.0736517
2314,서울특별시 노원구 공릉동,3**,8m미만,25.0,전세,202203,12,6000,0,1992.0,동일로191길,-,-,-,,,단독다가구,37.6249634,127.0715778
2316,서울특별시 노원구 하계동,6*,8m미만,23.1,전세,202203,12,7000,0,2007.0,공릉로58다길,202203~202303,신규,-,,,단독다가구,37.636632,127.0747614
2317,서울특별시 노원구 상계동,3**,8m미만,59.0,전세,202203,12,15000,0,1994.0,한글비석로25길,202204~202404,신규,-,,,단독다가구,37.660592,127.0704148
2318,서울특별시 노원구 상계동,1**,8m미만,31.86,전세,202203,12,7700,0,1991.0,덕릉로109길,202203~202312,갱신,-,500,35.0,단독다가구,37.6659101,127.0772855
2319,서울특별시 노원구 공릉동,5**,8m미만,14.0,전세,202203,12,9000,0,2014.0,동일로182길,202204~202303,신규,-,,,단독다가구,37.6238518,127.0760651
2320,서울특별시 노원구 상계동,1***,25m미만,30.0,전세,202203,11,7900,0,1989.0,동일로230다길,202204~202404,신규,-,,,단독다가구,37.6743884,127.0579914
